bvid,title,series,number,plays,likes,date,url
BV13K421a7GN,程序员VTB的自我介绍&答疑 真有V直播写代码啊？,未分类 / 其他,,10417,0,2024-04-09,https://www.bilibili.com/video/BV13K421a7GN
BV1zt421g7DP,美少女程序员Coser背后居然是这样的？？震惊,未分类 / 其他,,23868,0,2024-03-23,https://www.bilibili.com/video/BV1zt421g7DP
BV1LF4m1E7Fy,COS+V！前后端联动讲秒杀系统设计！,未分类 / 其他,,30090,0,2024-02-18,https://www.bilibili.com/video/BV1LF4m1E7Fy
BV1eK4y1i7dU,梦幻联动讲算法 最长连续序列的解法,未分类 / 其他,,17544,0,2024-01-24,https://www.bilibili.com/video/BV1eK4y1i7dU
BV1Lw411g7qq,Coser+VTB 前后端联动 给你讲什么是SSR,未分类 / 其他,,11172,0,2024-01-10,https://www.bilibili.com/video/BV1Lw411g7qq
BV1WQ4y1j7Ju,纳西妲前端+VTB后端一起来给你讲编程知识了，编程圈内卷到这种程度了吗,未分类 / 其他,,20886,0,2024-01-06,https://www.bilibili.com/video/BV1WQ4y1j7Ju
BV1Ye411q7Uz,天才VTB!我算出了开趴的所有方式!用代码!!!,未分类 / 其他,,10657,0,2024-01-02,https://www.bilibili.com/video/BV1Ye411q7Uz
BV1r94y177ib,别再拿Redis做秒杀啦!!!VTB八股文小课堂,未分类 / 其他,,14221,0,2023-12-09,https://www.bilibili.com/video/BV1r94y177ib
BV1yM411D7dQ,最好用的AI代码插件，还免费！,未分类 / 其他,,12612,0,2023-10-31,https://www.bilibili.com/video/BV1yM411D7dQ
BV1gM411R7mE,好好好 这样写代码是吧 VTB,未分类 / 其他,,49859,0,2023-10-22,https://www.bilibili.com/video/BV1gM411R7mE
BV1s8411k73B,当我去编程VTB直播间，TA说做过架构升级,未分类 / 其他,,130111,0,2023-10-11,https://www.bilibili.com/video/BV1s8411k73B
BV16p4y1c79z,当 前阿里架构在我直播的时候连线面试!!! 程序员V,未分类 / 其他,,33182,0,2023-10-03,https://www.bilibili.com/video/BV16p4y1c79z
BV1Au411u7hg,编程V连线 前阿里架构师 极海老师,未分类 / 其他,,6509,0,2023-09-29,https://www.bilibili.com/video/BV1Au411u7hg
BV1P8411173Y,程序员VUP自研 直播弹幕分析系统?,未分类 / 其他,,4872,0,2023-09-28,https://www.bilibili.com/video/BV1P8411173Y
BV1134y1A7m6,小V宣称Java的Get/Set已死?,未分类 / 其他,,8006,0,2023-09-26,https://www.bilibili.com/video/BV1134y1A7m6
BV1im4y1M7HK,上班用官号给喜欢的V打赏?  这是否....,未分类 / 其他,,6584,0,2023-08-22,https://www.bilibili.com/video/BV1im4y1M7HK
BV1bh4y1L7RS,程序员VUP连线惨遭八股,未分类 / 其他,,13854,0,2023-07-22,https://www.bilibili.com/video/BV1bh4y1L7RS
BV1su4y1m72Z,虚拟主播现场挑战程序员面试！,未分类 / 其他,,5162,0,2023-07-20,https://www.bilibili.com/video/BV1su4y1m72Z
BV1H14y197wN,面试区vup！程序员就这？？还想拿5K?,未分类 / 其他,,5685,0,2023-07-19,https://www.bilibili.com/video/BV1H14y197wN
BV1LV411K7WR,V圈程序员直播面试观众 来看看你能录用吗? java,未分类 / 其他,,3978,0,2023-07-18,https://www.bilibili.com/video/BV1LV411K7WR
BV1LP411k796,程序V带你速通B树和B+树 你心里有B树吗?,未分类 / 其他,,7609,0,2023-07-13,https://www.bilibili.com/video/BV1LP411k796
BV14o4y177h7,lock也有锁升级?杠精问代码V八股文,未分类 / 其他,,5040,0,2023-06-16,https://www.bilibili.com/video/BV14o4y177h7
BV1vP411X7JT,ai动画4K+补帧 与原视频对比,未分类 / 其他,,2394,0,2023-06-02,https://www.bilibili.com/video/BV1vP411X7JT
BV1u24y1N7Cb,当我开变声器对路人说怪话 新V,未分类 / 其他,,10922,0,2023-05-22,https://www.bilibili.com/video/BV1u24y1N7Cb
BV14m4y187Zz,当你被杠精围观写代码  的时候把攻击性拉满,未分类 / 其他,,131729,0,2023-05-18,https://www.bilibili.com/video/BV14m4y187Zz
BV1MM411G7N2,你跳舞显卡也是不会给你的!你就不能看看我嘛?喂!!,未分类 / 其他,,2399,0,2023-04-28,https://www.bilibili.com/video/BV1MM411G7N2
BV1ov4y177SR,ITX主机选购教程 VTB装机教学,未分类 / 其他,,4110,0,2023-04-18,https://www.bilibili.com/video/BV1ov4y177SR
BV1dW4y1L7Ka,当俩个伪娘都没发现对方是男孩子？（VTB）,未分类 / 其他,,38089,0,2022-12-31,https://www.bilibili.com/video/BV1dW4y1L7Ka
BV1ue4y1i7SN,"学不会免费送!教程,五分钟搭建一个自己的NovelAi Q群机器人 免费",未分类 / 其他,,19289,0,2022-10-18,https://www.bilibili.com/video/BV1ue4y1i7SN
BV11U4y1m7kx,达斯 摩尔光剑模式，由于不是全身动补可能看起来有些僵硬，主要是家里有点小,未分类 / 其他,,1497,0,2022-05-14,https://www.bilibili.com/video/BV11U4y1m7kx
BV1vk4y1q7DE,在家里开miku全息演唱会，有手就行！,未分类 / 其他,,3197,0,2020-06-27,https://www.bilibili.com/video/BV1vk4y1q7DE
BV1Fx411d7s4,当我模仿mikutap做了一个天依tap,未分类 / 其他,,11860,0,2019-06-26,https://www.bilibili.com/video/BV1Fx411d7s4
BV1Pt411t7X8,拔剑神曲+lol，联盟不倒我们不老！（p2 或许可以用记事本的方式打开）,未分类 / 其他,,2276,0,2019-01-26,https://www.bilibili.com/video/BV1Pt411t7X8
